A3IRHO9RKEV0L7:36NEMU28XKTLN2UY7JIHB7GJVYSMWJ,initialized,0,,1612803722948
A3IRHO9RKEV0L7:36NEMU28XKTLN2UY7JIHB7GJVYSMWJ,window_resize,0,"[1024, 767]",1612803722948
A3SA97VT1923NN:3TPWUS5F8EH8EGI7UUO38BB71KCWCZ,initialized,0,,1612825391077
A3SA97VT1923NN:3TPWUS5F8EH8EGI7UUO38BB71KCWCZ,window_resize,0,"[1024, 660]",1612825391077
A3SA97VT1923NN:3TPWUS5F8EH8EGI7UUO38BB71KCWCZ,focus,117373,off,1612825508450
A3SA97VT1923NN:3TPWUS5F8EH8EGI7UUO38BB71KCWCZ,focus,33034,on,1612825541484
A3N40Z29QX64UJ:3P4MQ7TPP2SXG8SQL3WCADS49Y6BB3,initialized,0,,1612820480320
A3N40Z29QX64UJ:3P4MQ7TPP2SXG8SQL3WCADS49Y6BB3,window_resize,0,"[1561, 748]",1612820480320
A1DIOT6SG0NJU6:3LO69W1SU8T5KYMDS2DKPRF616VGLX,initialized,0,,1612829755517
A1DIOT6SG0NJU6:3LO69W1SU8T5KYMDS2DKPRF616VGLX,window_resize,0,"[1024, 767]",1612829755517
debugSCS93B:debug3TRQ8R,initialized,0,,1612802692971
debugSCS93B:debug3TRQ8R,window_resize,0,"[1024, 767]",1612802692971
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,initialized,0,,1612802866957
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,window_resize,0,"[1024, 658]",1612802866957
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,focus,2536,off,1612802869493
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,window_resize,2270,"[1024, 641]",1612802871763
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,focus,683,on,1612802872446
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,window_resize,13753,"[1024, 665]",1612802886199
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,window_resize,485,"[1024, 660]",1612802886684
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,focus,64164,off,1612802950848
A3M9BQ35J9DI4I:3X65QVEQI53S3M68QGH1Z0UR3DKCLY,focus,580556,on,1612803531404
A9QK84HBU3FX3:3NGI5ARFTYLY74B82BLOZLKK4Q4P1T,initialized,0,,1612809701344
A9QK84HBU3FX3:3NGI5ARFTYLY74B82BLOZLKK4Q4P1T,window_resize,0,"[1024, 660]",1612809701344
A9QK84HBU3FX3:3NGI5ARFTYLY74B82BLOZLKK4Q4P1T,window_resize,51404,"[1027, 660]",1612809752748
A3FQOXMW73Z3BB:3YGXWBAF75XW5EZNKOIKDJSGHRPC45,initialized,0,,1612802752427
A3FQOXMW73Z3BB:3YGXWBAF75XW5EZNKOIKDJSGHRPC45,window_resize,2,"[980, 1641]",1612802752429
A3HYKJ2457U3EN:3P4RDNWNDAMDLZ48F51AUOFUCTZJI5,initialized,0,,1612802737892
A3HYKJ2457U3EN:3P4RDNWNDAMDLZ48F51AUOFUCTZJI5,window_resize,0,"[1024, 671]",1612802737892
A3HYKJ2457U3EN:3P4RDNWNDAMDLZ48F51AUOFUCTZJI5,window_resize,5992,"[1366, 687]",1612802743884
A2NAKIXS3DVGAA:3VE8AYVF8RD4RR6ZNTYY21TOGQDF8Q,initialized,0,,1612803528043
A2NAKIXS3DVGAA:3VE8AYVF8RD4RR6ZNTYY21TOGQDF8Q,window_resize,1,"[1024, 768]",1612803528044
A2NAKIXS3DVGAA:3VE8AYVF8RD4RR6ZNTYY21TOGQDF8Q,focus,388,on,1612803528432
ASFQ9G5I1CGE0:3DI28L7YXFUUADMITX5D59LGQJCE17,initialized,0,,1612815467876
ASFQ9G5I1CGE0:3DI28L7YXFUUADMITX5D59LGQJCE17,window_resize,0,"[1028, 758]",1612815467876
ASFQ9G5I1CGE0:3DI28L7YXFUUADMITX5D59LGQJCE17,focus,137135,off,1612815605011
A23BWWRR7J5XLS:3SBEHTYCWSJ3GOZ7152D4BUIPZZIYT,initialized,0,,1612874758464
A23BWWRR7J5XLS:3SBEHTYCWSJ3GOZ7152D4BUIPZZIYT,window_resize,0,"[1024, 767]",1612874758464
A2ZHBK2MDL2L51:3S96KQ6I9RKQRRKRZLE35XMQIQIDT2,initialized,0,,1612802707105
A2ZHBK2MDL2L51:3S96KQ6I9RKQRRKRZLE35XMQIQIDT2,window_resize,0,"[931, 600]",1612802707105
A2ZHBK2MDL2L51:3S96KQ6I9RKQRRKRZLE35XMQIQIDT2,focus,2119,off,1612802709224
A2ZHBK2MDL2L51:3S96KQ6I9RKQRRKRZLE35XMQIQIDT2,focus,3141,on,1612802712365
A2YI7A7U7J2FEV:32Z9ZLUT1Q0RQFKLP0BU28V1BAUOH0,initialized,0,,1612802677161
A2YI7A7U7J2FEV:32Z9ZLUT1Q0RQFKLP0BU28V1BAUOH0,window_resize,0,"[1028, 758]",1612802677161
A86CV0UIQQDF0:37FMASSAYH773G6WRDOTW0WH4OQBIC,initialized,0,,1612803479455
A86CV0UIQQDF0:37FMASSAYH773G6WRDOTW0WH4OQBIC,window_resize,0,"[1037, 803]",1612803479455
A86CV0UIQQDF0:37FMASSAYH773G6WRDOTW0WH4OQBIC,window_resize,4235,"[2250, 1409]",1612803483690
A304UJAE051J89:3K9FOBBF2MZBUQ3ZF6QFFBO32HYLNP,initialized,0,,1612803023594
A304UJAE051J89:3K9FOBBF2MZBUQ3ZF6QFFBO32HYLNP,window_resize,0,"[1366, 676]",1612803023594
A3QH70ZZE92YAG:34MAJL3QP938SE34RV7JKGOMBEE340,initialized,0,,1612803566386
A3QH70ZZE92YAG:34MAJL3QP938SE34RV7JKGOMBEE340,window_resize,0,"[1028, 760]",1612803566386
A202JQCP45ZWYU:3HWRJOOETAIU4XLC6GKX1A8PGJ7SEN,initialized,0,,1612803706651
A202JQCP45ZWYU:3HWRJOOETAIU4XLC6GKX1A8PGJ7SEN,window_resize,1,"[1024, 660]",1612803706652
A202JQCP45ZWYU:3HWRJOOETAIU4XLC6GKX1A8PGJ7SEN,focus,115116,off,1612803821768
A202JQCP45ZWYU:3HWRJOOETAIU4XLC6GKX1A8PGJ7SEN,focus,133650,on,1612803955418
A2A6FH0F7LD9ND:3T3IWE1XGB3KG0OW47KN5WTP157TQN,initialized,0,,1612807479635
A2A6FH0F7LD9ND:3T3IWE1XGB3KG0OW47KN5WTP157TQN,window_resize,0,"[1024, 767]",1612807479635
A3O5RKGH6VB19C:3R0T90IZ1XSCHUS7FPKLM8PJ7WYCGS,initialized,0,,1612802807233
A3O5RKGH6VB19C:3R0T90IZ1XSCHUS7FPKLM8PJ7WYCGS,window_resize,1,"[1024, 649]",1612802807234
A3O5RKGH6VB19C:3R0T90IZ1XSCHUS7FPKLM8PJ7WYCGS,focus,42317,off,1612802849551
A3O5RKGH6VB19C:3R0T90IZ1XSCHUS7FPKLM8PJ7WYCGS,focus,811,on,1612802850362
A36ZKMRJCHF2HX:3DQQ64TANL1R85RBZZA9SBAE033WPP,initialized,0,,1612809761847
A36ZKMRJCHF2HX:3DQQ64TANL1R85RBZZA9SBAE033WPP,window_resize,0,"[1024, 767]",1612809761847
A36ZKMRJCHF2HX:3DQQ64TANL1R85RBZZA9SBAE033WPP,focus,3384,off,1612809765231
A36ZKMRJCHF2HX:3DQQ64TANL1R85RBZZA9SBAE033WPP,window_resize,3157,"[1487, 903]",1612809768388
A36ZKMRJCHF2HX:3DQQ64TANL1R85RBZZA9SBAE033WPP,focus,3344,on,1612809771732
A36ZKMRJCHF2HX:3DQQ64TANL1R85RBZZA9SBAE033WPP,window_resize,30194,"[1920, 988]",1612809801926
A3UZVATYJ9BYCW:3LPW2N6LKYIANRKNKKMUCHK0ONRU52,initialized,0,,1612803831685
A3UZVATYJ9BYCW:3LPW2N6LKYIANRKNKKMUCHK0ONRU52,window_resize,0,"[1032, 614]",1612803831685
A33B85TN97HQ33:351SEKWQS5XMEWU7QODRJJRYON5DMU,initialized,0,,1612897456169
A33B85TN97HQ33:351SEKWQS5XMEWU7QODRJJRYON5DMU,window_resize,1,"[1024, 768]",1612897456170
A33B85TN97HQ33:351SEKWQS5XMEWU7QODRJJRYON5DMU,focus,584,on,1612897456754
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,initialized,0,,1612818532079
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,window_resize,0,"[1024, 767]",1612818532079
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,window_resize,1553,"[1918, 1148]",1612818533632
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,window_resize,711,"[1096, 656]",1612818534343
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,window_resize,299,"[959, 574]",1612818534642
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,window_resize,31846,"[1096, 656]",1612818566488
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,window_resize,489,"[1534, 918]",1612818566977
A3F51C49T9A34D:37U1UTWH9021UHB8EOYSJQ77JEOR8X,window_resize,60433,"[1096, 656]",1612818627410
AIWSB4YTN32GF:32AT8R96GQPBTTIYWGZ25SUS27JUSO,initialized,0,,1612816885675
AIWSB4YTN32GF:32AT8R96GQPBTTIYWGZ25SUS27JUSO,window_resize,1,"[1028, 615]",1612816885676
AIWSB4YTN32GF:32AT8R96GQPBTTIYWGZ25SUS27JUSO,window_resize,13841,"[1178, 578]",1612816899517
debugnl1Pf:debuge9IEX,initialized,0,,1612821004352
debugnl1Pf:debuge9IEX,window_resize,0,"[1024, 767]",1612821004352
debugnl1Pf:debuge9IEX,focus,29053,off,1612821033405
debugnl1Pf:debuge9IEX,focus,34233,on,1612821067638
debugnl1Pf:debuge9IEX,focus,11853,off,1612821079491
debugnl1Pf:debuge9IEX,focus,792,on,1612821080283
A3VPD34C23PQTQ:33FBRBDW6TFXOFMPWR8XUV8LJDLC8C,initialized,0,,1612802803141
A3VPD34C23PQTQ:33FBRBDW6TFXOFMPWR8XUV8LJDLC8C,window_resize,0,"[1024, 740]",1612802803141
A3VPD34C23PQTQ:33FBRBDW6TFXOFMPWR8XUV8LJDLC8C,focus,2645,on,1612802805786
AL8TL480ET24G:3MMN5BL1W4KOW4SAXZ7F6A5MX5XM3C,initialized,0,,1612802717382
AL8TL480ET24G:3MMN5BL1W4KOW4SAXZ7F6A5MX5XM3C,window_resize,0,"[1024, 660]",1612802717382
A3T9K2RY06UO14:3STRJBFXO17Y5XQ1R20Q9AHG2ZGTKW,initialized,0,,1612809843069
A3T9K2RY06UO14:3STRJBFXO17Y5XQ1R20Q9AHG2ZGTKW,window_resize,0,"[1126, 790]",1612809843069
A3T9K2RY06UO14:3STRJBFXO17Y5XQ1R20Q9AHG2ZGTKW,focus,28749,off,1612809871818
A3T9K2RY06UO14:3STRJBFXO17Y5XQ1R20Q9AHG2ZGTKW,focus,44055,on,1612809915873
A3T9K2RY06UO14:3STRJBFXO17Y5XQ1R20Q9AHG2ZGTKW,window_resize,12961,"[1522, 790]",1612809928834
A3T9K2RY06UO14:3STRJBFXO17Y5XQ1R20Q9AHG2ZGTKW,focus,19058,off,1612809947892
A3T9K2RY06UO14:3STRJBFXO17Y5XQ1R20Q9AHG2ZGTKW,focus,1,on,1612809947893
A2JJF5OFND2KL5:31JLPPHS2ZACW7DMAFMSYEURS5CO3T,initialized,0,,1612804449905
A2JJF5OFND2KL5:31JLPPHS2ZACW7DMAFMSYEURS5CO3T,window_resize,0,"[1008, 660]",1612804449905
AS2MFSWNC5CQI:3BXQMRHWK4E8VY5TCJ3GTJVMAIHMUK,initialized,0,,1612802815451
AS2MFSWNC5CQI:3BXQMRHWK4E8VY5TCJ3GTJVMAIHMUK,window_resize,0,"[1024, 767]",1612802815451
AS2MFSWNC5CQI:3BXQMRHWK4E8VY5TCJ3GTJVMAIHMUK,focus,29278,off,1612802844729
A3P57IUDHUKNCE:3SKRO2GZ767XWDESPJGG34YLAGO1KU,initialized,0,,1612804639083
A3P57IUDHUKNCE:3SKRO2GZ767XWDESPJGG34YLAGO1KU,window_resize,0,"[1008, 660]",1612804639083
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,initialized,0,,1612802859653
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,window_resize,0,"[1024, 660]",1612802859653
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,window_resize,15785,"[1366, 768]",1612802875438
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,window_resize,20125,"[1024, 660]",1612802895563
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,focus,3139,off,1612802898702
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,focus,1322,on,1612802900024
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,focus,773,off,1612802900797
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,focus,7927,on,1612802908724
ATPXLUQECTOD2:3O6CYIULEIH40AZ7GL932HXD8KVWUL,focus,648,off,1612802909372
A6FJIVPC8NIK1:3MYYFCXHJ8N9MQFSMAE33ADVFJL4GB,initialized,0,,1612804598010
A6FJIVPC8NIK1:3MYYFCXHJ8N9MQFSMAE33ADVFJL4GB,window_resize,0,"[1280, 739]",1612804598010
A6FJIVPC8NIK1:3MYYFCXHJ8N9MQFSMAE33ADVFJL4GB,focus,31304,off,1612804629314
A6FJIVPC8NIK1:3MYYFCXHJ8N9MQFSMAE33ADVFJL4GB,focus,62050,on,1612804691364
A6FJIVPC8NIK1:3MYYFCXHJ8N9MQFSMAE33ADVFJL4GB,focus,0,on,1612804691364
A9HQ3E0F2AGVO:3J4Q2Z4UT3JC8HSQZCPYSG0O5ZPQWA,initialized,0,,1612810716960
A9HQ3E0F2AGVO:3J4Q2Z4UT3JC8HSQZCPYSG0O5ZPQWA,window_resize,0,"[1504, 702]",1612810716960
A3DW0FJ9M3CV5F:3LRKMWOKBAXZATVA8OJ4V2W36VFZ2V,initialized,0,,1612802863543
A3DW0FJ9M3CV5F:3LRKMWOKBAXZATVA8OJ4V2W36VFZ2V,window_resize,0,"[1024, 745]",1612802863543
A21IUQEKZ6JF8O:3QILPRALQABGFJJGLHHBA62XIMIN8Y,initialized,0,,1612897976880
A21IUQEKZ6JF8O:3QILPRALQABGFJJGLHHBA62XIMIN8Y,window_resize,0,"[1024, 660]",1612897976880
A21IUQEKZ6JF8O:3QILPRALQABGFJJGLHHBA62XIMIN8Y,window_resize,73832,"[1366, 676]",1612898050712
A1GZ4Y5HNBTCES:3X87C8JFVBRJ10BHF7FXVRX3ZMTQSV,initialized,0,,1612804861926
A1GZ4Y5HNBTCES:3X87C8JFVBRJ10BHF7FXVRX3ZMTQSV,window_resize,0,"[1024, 700]",1612804861926
AILDNTO2TWB4A:3GFK2QRXXEXNFV9SFK1VU55X932W53,initialized,0,,1612807657580
AILDNTO2TWB4A:3GFK2QRXXEXNFV9SFK1VU55X932W53,window_resize,0,"[1024, 767]",1612807657580
AILDNTO2TWB4A:3GFK2QRXXEXNFV9SFK1VU55X932W53,window_resize,1268,"[1920, 988]",1612807658848
A1DWSHGZGK8X0K:3H8DHMCCWERRO8U45C0B46ZUZDRKD3,initialized,0,,1612802851069
A1DWSHGZGK8X0K:3H8DHMCCWERRO8U45C0B46ZUZDRKD3,window_resize,0,"[1440, 809]",1612802851069
A1DWSHGZGK8X0K:3H8DHMCCWERRO8U45C0B46ZUZDRKD3,window_resize,831,"[1440, 809]",1612802851900
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,initialized,0,,1612802678998
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,window_resize,0,"[1024, 660]",1612802678998
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,focus,10561,off,1612802689559
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,focus,165416,on,1612802854975
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,focus,24364,off,1612802879339
A2P429K4D0WM9R:3EO896NRA1B3UDKJ9H0E8VH3NAFTJW,focus,14088,on,1612802893427
A1T643M1P572AA:3L4D84MIL48DP4TO9NJPUCEFCGKJHC,initialized,0,,1612802858941
A1T643M1P572AA:3L4D84MIL48DP4TO9NJPUCEFCGKJHC,window_resize,0,"[1024, 767]",1612802858941
A1T643M1P572AA:3L4D84MIL48DP4TO9NJPUCEFCGKJHC,window_resize,32783,"[1920, 988]",1612802891724
A1T643M1P572AA:3L4D84MIL48DP4TO9NJPUCEFCGKJHC,window_resize,4508,"[1024, 767]",1612802896232
A27JB6XHE7PAXQ:35GCEFQ6IA4OVBRTCOX9EC1VC9FZ36,initialized,0,,1612802873509
A27JB6XHE7PAXQ:35GCEFQ6IA4OVBRTCOX9EC1VC9FZ36,window_resize,0,"[1024, 767]",1612802873509
AN8KNI96ZSZSZ:34YB12FSQ34PQG4YSEEZP4UV1A2MGK,initialized,0,,1612802907075
AN8KNI96ZSZSZ:34YB12FSQ34PQG4YSEEZP4UV1A2MGK,window_resize,0,"[1024, 660]",1612802907075
A2PB1IT2WPJ9PK:345LHZDED2879CXJ61Y1XKMGAR0U3C,initialized,0,,1612802900741
A2PB1IT2WPJ9PK:345LHZDED2879CXJ61Y1XKMGAR0U3C,window_resize,0,"[1024, 670]",1612802900741
A2PB1IT2WPJ9PK:345LHZDED2879CXJ61Y1XKMGAR0U3C,focus,53471,on,1612802954212
AV4584AQEQAEN:3GU1KF0O4NHZK2T048ED5XXTQ2LBPO,initialized,0,,1612802721089
AV4584AQEQAEN:3GU1KF0O4NHZK2T048ED5XXTQ2LBPO,window_resize,0,"[1024, 660]",1612802721089
AV4584AQEQAEN:3GU1KF0O4NHZK2T048ED5XXTQ2LBPO,window_resize,17082,"[1366, 676]",1612802738171
AE015UO038LEC:3TMFV4NEPDU62DSUDI8Y6PFOBT3W85,initialized,0,,1612805320864
AE015UO038LEC:3TMFV4NEPDU62DSUDI8Y6PFOBT3W85,window_resize,0,"[1028, 758]",1612805320864
A1T429RLLFTG35:3JZQSN0I3VQJK6CH6RAMUEAM49QFG6,initialized,0,,1612802919867
A1T429RLLFTG35:3JZQSN0I3VQJK6CH6RAMUEAM49QFG6,window_resize,0,"[1536, 773]",1612802919867
A1JOJM9JG53H9R:3WAKVUDHU1WPAVY68D1RA1YWFTU7U2,initialized,0,,1612805418733
A1JOJM9JG53H9R:3WAKVUDHU1WPAVY68D1RA1YWFTU7U2,window_resize,0,"[1366, 676]",1612805418733
A2BZY06YRWGEDL:3CN4LGXD52498H0SGG09AAKZKF84Y6,initialized,0,,1612810896486
A2BZY06YRWGEDL:3CN4LGXD52498H0SGG09AAKZKF84Y6,window_resize,0,"[1028, 778]",1612810896486
A2BZY06YRWGEDL:3CN4LGXD52498H0SGG09AAKZKF84Y6,window_resize,887,"[2048, 1059]",1612810897373
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,initialized,0,,1612899988445
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,0,"[1024, 768]",1612899988445
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,20737,"[2544, 1364]",1612900009182
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,2023,"[2544, 1364]",1612900011205
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,3746,"[2332, 1250]",1612900014951
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,225,"[2120, 1137]",1612900015176
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,230,"[1908, 1023]",1612900015406
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,243,"[1697, 909]",1612900015649
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,24927,"[1697, 909]",1612900040576
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,focus,2152,off,1612900042728
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,focus,1408,on,1612900044136
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,5192,"[1697, 909]",1612900049328
A5G3VM0YEA197:3TXD01ZLD9XSR8GN6F3K7PEMOWKU4V,window_resize,1042,"[1697, 909]",1612900050370
